name,ALIGN,EYE,HAIR,SEX,GSM,APPEARANCES,YEAR
Arkkis Chummuck (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,,17,1980
Mei Ling (New Earth),Neutral Characters,Black Eyes,Black Hair,Female Characters,,17,1979
Jason Burr (New Earth),Bad Characters,Black Eyes,,Male Characters,,17,1976
Justin Ballantine (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,,17,1974
Fastbak (New Earth),Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,17,1971
Eris (New Earth),Bad Characters,,,Female Characters,,17,1969
Azmodus (New Earth),Bad Characters,,Black Hair,Male Characters,,17,1966
Klarn Arg (New Earth),,,,Male Characters,,17,1965
Christine Madison (New Earth),Neutral Characters,,Blond Hair,Female Characters,,17,1960
Matthew Savage (New Earth),Good Characters,Blue Eyes,Brown Hair,Male Characters,,17,1959
Michael Miller (New Earth),Bad Characters,Black Eyes,Black Hair,Male Characters,,17,1959
Meredith Creamer (New Earth),Good Characters,Blue Eyes,Red Hair,Female Characters,,17,1948
Chay-Ara (New Earth),Good Characters,Brown Eyes,Brown Hair,Female Characters,,17,1940
Fadir Nasser (New Earth),Bad Characters,,,Male Characters,,16,2009
Garret Day (New Earth),Good Characters,,Red Hair,Male Characters,,16,2009
Jack Latham (New Earth),Good Characters,Black Eyes,Grey Hair,Male Characters,,16,2009
Nicholas Gage (New Earth),Good Characters,,Brown Hair,Male Characters,,16,2009
Bethany Keele (New Earth),Neutral Characters,,,Female Characters,,16,2008
Crazy Shy Lolita Canary (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,,16,2008
John Nichol (New Earth),Bad Characters,,Brown Hair,Male Characters,,16,2008
Miri Riam (New Earth),Good Characters,Blue Eyes,Red Hair,Female Characters,,16,2008
Forager III (New Earth),Good Characters,,,Female Characters,,16,2007
Hector (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,,16,2007
Amparo Cardenas (New Earth),Bad Characters,Brown Eyes,Brown Hair,Female Characters,,16,2006
Horoq Nnot (New Earth),Good Characters,Green Eyes,Purple Hair,Female Characters,,16,2006
Yurrd (New Earth),Bad Characters,White Eyes,,Male Characters,,16,2006
Anjeli Singh (New Earth),Good Characters,,Black Hair,Female Characters,,16,2005
Sandra Kincaid (New Earth),Good Characters,,Black Hair,Female Characters,,16,2005
Anton Geist (New Earth),Neutral Characters,,,Male Characters,,16,2004
Slobo (New Earth),Neutral Characters,Yellow Eyes,Black Hair,Male Characters,,16,2001
Justeen (New Earth),Bad Characters,Brown Eyes,Brown Hair,Female Characters,,16,2000
Boone (New Earth),Bad Characters,Brown Eyes,Blond Hair,Male Characters,,16,1999
Clark Peter Ross (New Earth),Good Characters,Blue Eyes,Blond Hair,Male Characters,,16,1998
George Sloan (New Earth),Good Characters,,,Male Characters,Bisexual Characters,16,1997
Morlo (New Earth),Good Characters,Blue Eyes,Brown Hair,Male Characters,,16,1997
Wilfred Parker (New Earth),Bad Characters,Green Eyes,Blond Hair,Male Characters,,16,1997
Grayven (New Earth),Bad Characters,Red Eyes,Black Hair,Male Characters,,16,1996
James Tilton (New Earth),Good Characters,Yellow Eyes,Black Hair,Male Characters,,16,1996
Kindred Marx (New Earth),Good Characters,Blue Eyes,Blond Hair,Male Characters,,16,1996
Nina Skorzeny (New Earth),Good Characters,Red Eyes,Black Hair,Female Characters,,16,1996
Philbert Hoskins (New Earth),Good Characters,Yellow Eyes,,Male Characters,,16,1996
Ebenezer Batson (New Earth),Bad Characters,Black Eyes,,Male Characters,,16,1995
Chase Lawler (New Earth),Good Characters,,Brown Hair,Male Characters,,16,1994
Thomas Trigger (New Earth),Bad Characters,Green Eyes,Red Hair,Male Characters,,16,1993
Jack T. Chance (New Earth),Good Characters,Red Eyes,Blue Hair,Male Characters,,16,1992
Deathwing (Team Titans),Bad Characters,Blue Eyes,Black Hair,Male Characters,,16,1991
David Knight (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,,16,1990
Hans Leckter (New Earth),Bad Characters,Blue Eyes,Blond Hair,Male Characters,,16,1990
Lord Havok (New Earth),Bad Characters,Blue Eyes,,Male Characters,,16,1990
Ramban (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,,16,1990
Tobias Manning (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,,16,1990
Tracer (New Earth),Bad Characters,Brown Eyes,Red Hair,Male Characters,,16,1990
Dwayne Wainwright (New Earth),Bad Characters,White Eyes,Blond Hair,Male Characters,,16,1989
Hector Enriquez (New Earth),Good Characters,,Black Hair,Male Characters,,16,1989
Katharine Ferbel (New Earth),Good Characters,,Red Hair,Female Characters,,16,1989
Vincent Edge (New Earth),Bad Characters,,White Hair,Male Characters,,16,1989
Edward Wolfson (New Earth),Good Characters,,Brown Hair,Male Characters,,16,1988
Hellene (New Earth),Good Characters,,Blond Hair,Female Characters,,16,1988
Jeremy Wakefield (New Earth),Good Characters,,Blond Hair,Male Characters,,16,1988
Kalia Campbell (New Earth),Good Characters,,Red Hair,Female Characters,,16,1988
Merc (New Earth),Good Characters,Brown Eyes,Brown Hair,Female Characters,,16,1988
Serafina Arkadin (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,,16,1988
Valerie Beaudry (New Earth),Bad Characters,Blue Eyes,Blond Hair,Female Characters,,16,1988
Briscoe (New Earth),Good Characters,,Black Hair,Male Characters,,16,1987
Kim Liang (New Earth),Good Characters,Blue Eyes,Black Hair,Female Characters,,16,1987
Zviad Baazovi (New Earth),Neutral Characters,,Black Hair,Male Characters,,16,1986
Artin (New Earth),Good Characters,,,Male Characters,,16,1985
Hurrambi Marlo (New Earth),Bad Characters,,,Male Characters,,16,1985
Nightfall (New Earth),Bad Characters,,,Female Characters,,16,1985
Lady Liberty I (New Earth),Good Characters,Black Eyes,Black Hair,Female Characters,,16,1984
Harry Hokum (New Earth),Bad Characters,Blue Eyes,Grey Hair,Male Characters,,16,1983
Princess Emerald II (New Earth),,Green Eyes,White Hair,Female Characters,,16,1983
Dmitri Mishkin (New Earth),Good Characters,Black Eyes,White Hair,Male Characters,,16,1981
Iapetus (New Earth),Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,16,1981
J.A.K.E. I (New Earth),Good Characters,Photocellular Eyes,,Male Characters,,16,1981
Itty (New Earth),Good Characters,,,Male Characters,,16,1977
Atlas (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,,16,1975
Nebiros (New Earth),Bad Characters,,,Male Characters,,16,1975
Garrett Sanford (New Earth),Good Characters,Black Eyes,,Male Characters,,16,1974
Gus Gray (New Earth),Good Characters,Black Eyes,,Male Characters,,16,1973
Eve (New Earth),Good Characters,,Black Hair,Female Characters,,16,1972
Lonar (New Earth),,Brown Eyes,Black Hair,Male Characters,,16,1971
Arthur Reeves (New Earth),,,,Male Characters,,16,1970
Sven Larson (New Earth),Bad Characters,Black Eyes,White Hair,Male Characters,,16,1964
Bess Lynn (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,,16,1962
Qwsp (New Earth),Good Characters,Red Eyes,Green Hair,Male Characters,,16,1962
Achilles (New Earth),Good Characters,,Brown Hair,Male Characters,,16,1944
John Pemberton (New Earth),Neutral Characters,,Grey Hair,Male Characters,,16,1941
Stormy Foster (Earth-X),Good Characters,,Black Hair,Male Characters,,16,1941
"Richard Grey, Jr. (New Earth)",Good Characters,Blue Eyes,Black Hair,Male Characters,,16,1940
Adara (Entity) (New Earth),Good Characters,,,,,15,2010
Anna Fortune (New Earth),Good Characters,Gold Eyes,Blond Hair,Female Characters,,15,2010
Ophidian (New Earth),Bad Characters,,,,,15,2010
Proselyte (New Earth),Good Characters,,,,,15,2010
Lori Luthor (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,,15,2009
Simon Peters (New Earth),Neutral Characters,,Brown Hair,Male Characters,,15,2009
Simon Valentine (New Earth),,Brown Eyes,Brown Hair,Male Characters,,15,2009
Ann Preston (New Earth),Neutral Characters,,Red Hair,Female Characters,,15,2008
Gog I (New Earth),Neutral Characters,White Eyes,,Male Characters,,15,2008
Harry Bailey (New Earth),Neutral Characters,,Brown Hair,Male Characters,,15,2008
Kim Kimura (New Earth),Good Characters,Green Eyes,Green Hair,Female Characters,,15,2008
Tri-Eye (New Earth),Bad Characters,Black Eyes,,Male Characters,,15,2008
Bzzd (New Earth),Good Characters,Red Eyes,,Male Characters,,15,2007
Jax-Ur (New Earth),Bad Characters,,Black Hair,Male Characters,,15,2007
Nix Uotan (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,,15,2007
Daniel Carter (New Earth),Good Characters,Blue Eyes,Blond Hair,Male Characters,,15,2006
Emma Glenn (New Earth),Good Characters,Brown Eyes,Brown Hair,Female Characters,,15,2006
Josephine Tautin (New Earth),Good Characters,,Red Hair,Female Characters,,15,2006
Sin (New Earth),,,Black Hair,Female Characters,,15,2006
Carl Worth (New Earth),Good Characters,Blue Eyes,Brown Hair,Male Characters,,15,2005
Parademon (New Earth),Neutral Characters,,White Hair,Male Characters,,15,2005
Arturo Rodriguez (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,,15,2004
Elias Orr (New Earth),Bad Characters,Blue Eyes,Blond Hair,Male Characters,,15,2004
Equus (New Earth),Bad Characters,,,Male Characters,,15,2004
Io (New Earth),Good Characters,Brown Eyes,Brown Hair,Female Characters,Homosexual Characters,15,2003
Lianna (New Earth),Neutral Characters,Green Eyes,Black Hair,Female Characters,,15,2003
Warren White (New Earth),Bad Characters,,,Male Characters,,15,2003
Eric Cohen (New Earth),Good Characters,,Black Hair,Male Characters,,15,2001
Faora (New Earth),Bad Characters,Brown Eyes,Brown Hair,Female Characters,,15,2001
Nathan Craig Jones (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,,15,2001
Buzz Cohen (New Earth),,,Black Hair,Male Characters,,15,2000
Jill Carlyle (New Earth),Neutral Characters,Brown Eyes,Black Hair,Female Characters,,15,2000
Kyle Abbot (New Earth),Neutral Characters,Brown Eyes,Black Hair,Male Characters,,15,2000
Mortalla (New Earth),Bad Characters,Blue Eyes,Black Hair,Female Characters,,15,2000
Soseh Mykros (New Earth),Good Characters,Blue Eyes,Red Hair,Female Characters,,15,2000
Devastation (New Earth),Bad Characters,Blue Eyes,Red Hair,Female Characters,,15,1999
Nicholas Scratch (New Earth),Bad Characters,Green Eyes,Black Hair,Male Characters,,15,1998
Louis Martin (New Earth),Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,15,1997
Amanda Spence (New Earth),Bad Characters,Brown Eyes,Brown Hair,Female Characters,,15,1996
Marion Grange (New Earth),Good Characters,,White Hair,Female Characters,,15,1996
Cissy Chambers (New Earth),Good Characters,Brown Eyes,Brown Hair,Female Characters,,15,1995
Death Masque (New Earth),Bad Characters,,,Male Characters,,15,1994
Scavenger (New Earth),Bad Characters,White Eyes,White Hair,Male Characters,,15,1994
Chaser Bron (New Earth),Good Characters,Yellow Eyes,Grey Hair,Male Characters,,15,1993
Joseph Gardner (New Earth),Bad Characters,Blue Eyes,Red Hair,Male Characters,,15,1993
Thaddeus Trigger (New Earth),Bad Characters,Green Eyes,Red Hair,Male Characters,,15,1993
Yvette DuBois (New Earth),Good Characters,,Black Hair,Female Characters,,15,1993
Aa (New Earth),Good Characters,,,Female Characters,,15,1992
Huvah Jeddigar (New Earth),Good Characters,,Black Hair,Male Characters,,15,1992
Reemuz (New Earth),Good Characters,Black Eyes,,Male Characters,,15,1992
Sleer Prigatz (New Earth),Good Characters,,,Male Characters,,15,1992
Porm (New Earth),Good Characters,Black Eyes,,Female Characters,,15,1991
Adam Cray (New Earth),Good Characters,Blue Eyes,Red Hair,Male Characters,,15,1990
Jesse Vega (New Earth),Good Characters,,Black Hair,Male Characters,,15,1989
Eileen Flowers (New Earth),Good Characters,,Blond Hair,Female Characters,,15,1988
Frederick Rhino (New Earth),Bad Characters,Blue Eyes,Black Hair,Male Characters,,15,1988
Janwillem Kroef (New Earth),Bad Characters,,White Hair,Male Characters,,15,1988
John Reed (New Earth),Good Characters,,Brown Hair,Male Characters,,15,1988
Marj (New Earth),Good Characters,Blue Eyes,Red Hair,Female Characters,,15,1988
Mary Martin (New Earth),,Black Eyes,Black Hair,Female Characters,,15,1988
Belial (New Earth),Bad Characters,Red Eyes,,Male Characters,,15,1987
Bynai Bruun (New Earth),Good Characters,,Black Hair,Female Characters,,15,1987
Gene LaBostrie (New Earth),Good Characters,,Black Hair,Male Characters,,15,1987
John Hillary (New Earth),Good Characters,,Brown Hair,Male Characters,,15,1987
Sondra Fuller (New Earth),Bad Characters,Black Eyes,,Female Characters,,15,1987
Angelika Bal (New Earth),Bad Characters,,Black Hair,Female Characters,,15,1986
Chiller (New Earth),Bad Characters,Red Eyes,,Male Characters,,15,1986
Ilona Markov (New Earth),Good Characters,,Red Hair,Female Characters,,15,1986
Murray Takamoto (New Earth),Good Characters,,Black Hair,Male Characters,,15,1986
John Malone (New Earth),Bad Characters,Blue Eyes,,Male Characters,,15,1985
Marcie Cooper (New Earth),Bad Characters,Blue Eyes,Blond Hair,Female Characters,,15,1985
Blackbriar Thorn (New Earth),Bad Characters,Red Eyes,Brown Hair,Male Characters,,15,1984
Hardhat (New Earth),Bad Characters,,,Male Characters,,15,1984
Silent Majority (New Earth),Bad Characters,Black Eyes,Brown Hair,Male Characters,,15,1984
Paul Hoben (New Earth),Good Characters,,Brown Hair,Male Characters,,15,1983
Jack Gold (New Earth),Neutral Characters,Black Eyes,,Male Characters,,15,1982
William Craig (New Earth),Good Characters,,Brown Hair,Male Characters,,15,1982
Darryl Frye (New Earth),,,,Male Characters,,15,1980
Warren Griffith (New Earth),Good Characters,,Brown Hair,Male Characters,,15,1980
Calvin Durham (New Earth),Good Characters,,,Male Characters,,15,1977
El Papagayo (New Earth),Bad Characters,Brown Eyes,Black Hair,Male Characters,,15,1977
Patty Spivot (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,,15,1977
Thomas Morita (New Earth),Bad Characters,Black Eyes,Black Hair,Male Characters,,15,1977
Starfire (New Earth),Good Characters,Blue Eyes,Black Hair,Female Characters,,15,1976
Elpis (New Earth),Bad Characters,Red Eyes,Black Hair,Male Characters,,15,1975
Jed Paulsen (New Earth),Good Characters,,Blond Hair,Male Characters,,15,1974
August Durant (New Earth),,Brown Eyes,Black Hair,Male Characters,,15,1968
Hi-Jack (New Earth),Bad Characters,,,Male Characters,,15,1966
John Starr (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,,15,1965
Memakata (New Earth),Good Characters,,Black Hair,Female Characters,,15,1963
Cerberus (New Earth),Bad Characters,Black Eyes,Black Hair,Male Characters,,15,1962
Archibald Asher (New Earth),Good Characters,,,Male Characters,,15,1961
Richard Carter (Earth-One),Good Characters,Blue Eyes,Black Hair,Male Characters,,15,1954
George Washington (New Earth),Good Characters,,White Hair,Male Characters,,15,1949
Guinevere (New Earth),Good Characters,,Blond Hair,Female Characters,,15,1936
Colleen Franklin (New Earth),Good Characters,Green Eyes,Red Hair,Female Characters,,14,2011
Roxy (New Earth),Good Characters,White Eyes,Blue Hair,Female Characters,,14,2010
Carrie Cutter (New Earth),Bad Characters,Green Eyes,Red Hair,Female Characters,,14,2009
Gor (New Earth),Bad Characters,Grey Eyes,Blond Hair,Male Characters,,14,2009
Big Atomic Lantern Boy (New Earth),Good Characters,,,Male Characters,,14,2008
Cressida (New Earth),,,,Female Characters,,14,2008
Elise Kimble (New Earth),Bad Characters,,Red Hair,Female Characters,,14,2008
Poet (New Earth),Neutral Characters,,Black Hair,Male Characters,,14,2008
Well-Spoken Sonic Lightning Flash (New Earth),Good Characters,,,Male Characters,,14,2008
Jenna Raleigh (New Earth),Good Characters,Black Eyes,Black Hair,Female Characters,,14,2007
Maash (New Earth),Bad Characters,Black Eyes,,Male Characters,,14,2007
Moose (New Earth),Bad Characters,Black Eyes,,Male Characters,,14,2007
Chang Tzu (New Earth),Bad Characters,Red Eyes,,Male Characters,,14,2006
Doctor Gotham (New Earth),Bad Characters,Blue Eyes,White Hair,Male Characters,,14,2006
Panda Potter (New Earth),Good Characters,,Black Hair,Male Characters,,14,2006
Sylbert Rundine (New Earth),Bad Characters,Green Eyes,Red Hair,Male Characters,,14,2006
Tyrone the Dog (New Earth),Neutral Characters,,Grey Hair,Male Characters,,14,2006
Zou Kang (New Earth),,Brown Eyes,Black Hair,Male Characters,,14,2006
Jake Jordan (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,,14,2005
Mister Terrible (New Earth),Bad Characters,Black Eyes,Brown Hair,Male Characters,,14,2005
Nathan Howe (New Earth),Good Characters,Blue Eyes,Brown Hair,Male Characters,,14,2005
Andrew Grubs (New Earth),Good Characters,,Blond Hair,Male Characters,,14,2004
Maat Shadid (New Earth),Bad Characters,,Brown Hair,Female Characters,,14,2004
Vera Lynn Black (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,,14,2004
Humphry Dumpler (New Earth),Neutral Characters,,,Male Characters,,14,2003
Josh Azeveda (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,,14,2003
Nyssa Raatko (New Earth),Bad Characters,Blue Eyes,Black Hair,Female Characters,,14,2003
Rachel Keast (New Earth),Neutral Characters,Brown Eyes,Black Hair,Female Characters,,14,2003
Gannon Malloy (New Earth),Good Characters,,Blond Hair,Male Characters,Homosexual Characters,14,2002
LeTonya Charles (New Earth),Bad Characters,Brown Eyes,Black Hair,Female Characters,,14,2002
